PC1,PC2,cluster
-2.419263328428055,0.018711852928789567,1
0.736314498456447,3.0191352033049847,0
-0.04386075248697405,-0.12564362126670836,1
-0.7614506626166093,0.07717275383131335,1
0.2223892705656249,-0.554148869781601,1
-0.16459131323195655,2.5357587690395302,0
2.1213678182058424,-0.5612533320896553,2
-0.05842157284684189,-0.683166640705216,1
-0.3352646822529031,-0.34369932690642224,1
4.22472511774344,-1.005633201896973,2
0.5615994056713478,4.550993330289782,0
-2.151959104645344,-0.10474900675370677,1
-2.653402570303684,-0.037337885404031004,1
1.9150109878947579,-1.3876553655154755,2
0.9494742846717699,0.6348622754015025,0
-0.5643811696918238,-0.8556456018009424,1
3.3132945189344793,-3.2963337948026394,2
0.5906452093657277,-0.4299135191279862,1
-0.6731471409539822,-0.4160676748539495,1
-2.5771197519771314,-0.22469794050841974,1
-1.9229800759325397,-0.22398614308618203,1
-0.019980862370158604,-1.4620214307913872,1
-2.395036453416456,-0.7048112038791894,1
-2.1727238092426675,-1.1478531188798924,1
5.415426917136723,-1.620352055470294,2
2.2230948135041233,2.2049881256335278,0
-0.5842258798124422,-0.21930873826701697,1
-1.3080231612672664,-0.08126452045576603,1
-0.16180343460307445,1.5703191706477369,0
-0.67151711194507,1.76212163818111,0
-0.1923672681723811,-1.0950975224234556,1
-1.7096876697757213,-0.3958946037160483,1
-2.4433318591249704,-0.5938139048046587,1
-1.3586011130213678,-0.24784837431898404,1
-1.767412577705449,0.13452497829057736,1
1.6747364276631744,-0.05055608109056739,2
1.52234764963304,-0.9357857258752479,2
-0.5777279195070256,1.7960505139061487,0
-1.978770698421664,-0.4917835000115679,1
-0.03415102566629505,-0.6851620185380639,1
-1.813347798580943,-0.3111369465056151,1
0.45090252397806646,-0.32080997210735857,1
-0.2742312474264691,-0.49917527471764256,1
2.8398430872205167,0.17598112270177774,2
2.611273692037688,-0.7661067024322782,2
0.43148430098500384,-0.8880200110478391,1
0.15464119157894252,-0.5485526972490454,1
-0.39652516734419535,-0.7250226840674153,1
4.7146309915752855,-1.210486572239596,2
1.0515052795031938,4.346139959947158,0
3.3499093640646653,1.191522201700339,2
1.2336331296703624,1.1962300078955774,0
-1.5469536166219076,-0.253344130003711,1
-1.4788478864869927,-0.3512252878965285,1
-2.0594307191297023,-0.2089264149740851,1
2.655576563317773,3.2336867018496522,0
1.4409992927146806,0.433237911559537,2
3.7951047217110006,-3.5173321976485505,2
-1.130282210108307,-0.45317459861193277,1
-0.4586049821356813,-0.6755663239266935,1
-0.06976078714161077,-0.5678918046046113,1
-1.436124644594571,-0.9841286113715656,1
0.4618293404063626,-1.6830198336372981,1
-1.7854738653878246,-0.8433289468117743,1
-1.6909136064661465,-1.3688515217258037,1
5.86685779787502,-1.8447595516562658,2
2.609136986431573,1.608943681864723,0
-0.10035239752372521,-0.6192609387773219,1
-0.2355303148223244,1.2666699931904322,0
0.29268120302626993,-1.3096379122680517,1
-1.1057910248596352,-0.7297696243999408,1
-1.8448029079457933,-0.7553250540572936,1
-0.8670761049784576,-0.4494727381609495,1
-0.5680794483450798,-0.5295869478669443,1
2.166261435706085,-0.2521804449325327,2
1.9207476314758822,-1.689264547970047,2
0.08101845807113646,-0.8971801071155636,1
-0.08782204567517982,1.5911971435635253,0
-1.499898461439272,-0.7196302766742406,1
-0.7915992913403551,-0.21658898945031313,1
-2.544992905592052,-0.023758452551555204,1
0.5650343807044016,3.4748287618547513,0
-0.30469802999815,-0.02064853541244689,1
-1.02695844022611,0.17011052916883135,1
-0.26751660326622084,-0.349295499438978,1
-0.4392531885032363,2.6022116323287907,0
1.860031339556825,0.5856878633870238,2
-0.5369042603978494,-0.44730316092709027,1
-1.2856070332773006,-0.5297390973475432,1
3.7348192439115944,-0.8007798315543498,2
2.58210334653941,1.4563704223309069,2
-2.2572120857778692,-0.09266811755558708,1
-2.307981834679056,0.012357074166654818,1
-2.6772996697893032,-0.04141312805924408,1
1.5184273216564637,-0.4474857479420958,2
2.8611531595796227,-2.5808931831602324,2
0.11015383817227128,-0.20529574896597091,1
-1.7754436938644709,-0.2006476241001765,1
-1.332438391295019,-0.2658152469152097,1
-0.947809016225262,-0.3496148115646894,1
-2.078235685856858,-0.17631253891704884,1
-0.4683353046858206,-0.8081657755108378,1
-2.5032558568867396,-0.7113720770368537,1
4.904284377820671,-1.3869596292938702,2
1.7315698054612128,2.4066124894754934,0
-0.43808444408541913,1.6335430274363392,0
-0.46217174081046614,-1.0189576396322229,1
-1.985968679258066,-0.33267074692744575,1
-2.5736185362941626,-0.6463615906024229,1
-1.6348821225037125,-0.18462451753038162,1
-1.9935097764150114,0.1625174476561974,1
1.2555033939109999,0.6613758083385768,2
1.2525431769949549,-0.859645843084015,2
-0.898793289592555,-0.48747336643031747,1
-0.048451248555161225,-0.5711657572733161,1
-2.167406136860355,-0.13476282509951554,1
1.2119201493994267,2.928278094227109,0
-0.28703887590051697,-0.38220236270006847,1
0.6979949215086044,-0.6450059788594763,1
0.31101433771102294,2.4449016599616553,0
2.8255428643316507,0.28997738396652556,2
2.596973469148822,-0.6521104411675305,2
0.4171840780961378,-0.7740237497830914,1
0.14034096869007645,-0.4345564359842976,1
-0.7395498687741532,-0.5256551563412657,1
4.7404248959910325,-1.0737071786308414,2
3.337101735590617,1.308495113717913,2
1.2193329067814962,1.3102262691603253,0
-1.8884857236370474,-0.05099995152473506,1
-1.8218725879169506,-0.151857760170379,1
-2.389929189295388,0.016411169824940806,1
2.6412763404289064,3.3476829631143996,0
2.381281452960088,-1.497129446353803,2
1.428191664240633,0.5502108235771113,2
-0.3060313944172481,-0.9951830036415927,1
1.080396225784045,-0.49157156463232754,2
-0.41278548857156866,-0.36852427687846173,1
-2.3167580995947175,-0.1771545425329321,1
-1.4549026507278917,-0.8790623023652971,1
0.440066145443405,-1.5839068261366829,1
-1.7126768014291038,-1.2697385142251882,1
5.854050169400972,-1.7277866396386918,2
2.690778556223532,2.0973432674890864,0
-1.0476615088848527,-0.033721122480278365,1
0.3169139449657883,1.4856677188233454,0
-0.19279973237620726,1.6774701863567192,0
-1.448815726289593,-0.5304020966737912,1
-2.1923053926202063,-0.5648874785896233,1
-0.8798837334525054,-0.33249982614337537,1
-0.582379671233946,-0.4155906866021965,1
-1.2886951981365862,0.04987352646618613,1
1.8989844365129243,-1.5901515404694315,2
-0.10212226856404594,1.705193404828273,0
-0.7583150668348348,-0.27901070678942275,1
-2.6772996697893032,-0.04141312805924408,1
-0.27152308986211554,-0.08328819635195617,1
-0.9937835000900758,0.1074708682293219,1
-0.25321638037735467,-0.4632917607037257,1
-0.42495296561437007,2.488215371064043,0
1.874331562445691,0.4716916021222761,2
1.8990834534262229,-0.5054296986134672,2
-0.5035653937075864,-0.5096159064660001,1
-0.5726173852987988,-0.1540588091636812,1
0.08599375472836836,4.641850439367657,0
2.5949109750134576,1.3393975103133327,2
0.2681216048955368,1.491940487316076,0
-2.3242954828179143,-0.0846270600487319,1
-2.345358016977791,-0.06938445042793714,1
2.029118344003199,3.8209756166783073,0
1.53272754454533,-0.5614820092068437,2
-0.8168209138506666,-0.8864012507098644,1
2.894655952824114,-2.642879013298543,2
0.11192782979686486,-0.34526206730359504,1
-1.3295788964196413,-0.5839422953264015,1
-0.9224751564869418,-0.4406176665093873,1
-2.718707729569712,-0.24267679690878213,1
-2.1452644407121593,-0.1681625096099939,1
-0.44955729855249965,-0.9132320845171064,1
-2.6912604138278335,-0.7361555862287382,1
-2.566837481252358,-1.0274411427301144,1
4.937568602326191,-1.44938134663298,2
1.7443774339352607,2.289639577457919,0
-0.8149367071703832,-0.18577588201044543,1
-1.56838481364968,-0.12880791843125367,1
-1.1502344915139326,1.8467730900055015,0
-0.44339373467714527,-1.124023948638491,1
-1.9731610507840178,-0.44964365894502006,1
-2.7783513796113537,-0.6617547459952959,1
-1.6220744940296647,-0.30159742954795576,1
-1.3107315170387803,-0.3516035692094737,1
-2.030885958713746,0.08077592306160555,1
1.2713211831282758,-0.9647121520902834,2
-0.8844930667036891,-0.6014696276950652,1
-1.053333570450005,1.8869076229840238,0
-2.4162990617618494,-0.29755935948201667,1
0.8287736861995696,-0.2911730984715318,1
0.09669748142822993,-0.4833835550650973,1
1.0797526565687676,-0.7501330974633195,2
0.692772072771186,2.339774541357812,0
3.207300599391814,0.1848502653626824,2
0.7989418131563008,-0.8791508683869345,1
0.5220987037502396,-0.5396835545881408,1
-0.36882577056344423,-0.6537756812651586,1
5.082088503746584,-1.2016174295786912,2
3.7208380929193643,1.2073139213528843,2
-1.5047493663083005,-0.15218114388976395,1
-1.4401148528567875,-0.25698487877422216,1
3.0230340754890697,3.2425558445105565,0
2.7571033212145,-1.6140943436740889,2
1.8119280215693798,0.44902963121208245,2
0.0757263406429151,-1.1003101222454357,1
4.156239787314741,-3.5200825336258,2
1.4641325831127916,-0.5927527569973564,2
-0.7628246979370101,-0.44430545595102816,1
